News_title,Sentiment(MaxEntropy),Sentiment(VADER),Sentiment(SparkNLP)
lge: no fear of deflation with 4.7% growth last year,1,0,1
"the week ahead: corporate earnings, saudi crown prince’s kl visit to take centre stage",1,2,1
"improved ipi support 2018 gdp growth between 4.8% and 4.9%, says ong",1,1,1
malaysia’s 2019 gdp set to grow at 4.9% — stanchart research,1,2,1
federal territories pulse of malaysia's development: azmin,1,2,1
"the week ahead: trade data, us fed and brexit in focus",1,2,1
Total Supply And Use In Malaysia Up 5.7% Per Year From 2010-2015,2,2,1
malaysia’s labour productivity increases 2.9% in q3,2,2,1
Labor Productivity Increased by 2.9 Percent in the Third Quarter of 2018,2,1,1
malaysia's q3 exports up 5.2pc,2,2,1
Malaysia's Exports Up 5.2% In Q3,2,2,1
"my say: increase wages, not retirement age",2,1,1
Analysts: Get Bumiputra To Fight In Open Economy,2,0,1
Great Malay Nation,2,1,1
"lead story: look at fundamentals, say analysts",2,2,0
rise of the app-trepreneurs,2,2,1
selangor maintains position as top gdp contributor in 2017,2,1,1
Selangor Stays As Main Economic Driver For Malaysia,2,2,1
The State Of The Nation: The Labour Conundrum,2,2,0
"One Month On, How Does Tabung Harapan's Collection Compare To Everything Else",2,2,1
The state government is reluctant to be asked to continue the 3p agenda,2,0,1
International Trade in Services Totaled Rm341.1b Last Year - Malaysiagazette,2,2,1
malaysia’s total trade of service up 8.6% in 2017,2,2,1
malaysia's total trade of service up 8.6% in 2017,2,2,1
malaysia's total international trade in services up 8% in 2017,2,2,1
Malaysia’s International Trade In Services Expanded Last Year,2,2,1
"My Say: Goodbye Gst, Hello Sst",2,2,1
"My Say: Goodbye Gst, Hello Sst",2,2,1
gst is now zero-rated ― here’s what you should know (video),2,2,1
Malaysia's Labour Productivity Up 3.0 Pct,2,2,1
Labor Productivity Increases Three Percent,2,2,0
Malaysian Labor Productivity Increased by Three Percent in the First Quarter of 2018,2,1,1
Cover Story: 5 Tasks For Ge14 Victors,2,2,1
The State Of The Nation: Living Wage A New Benchmark For Malaysia,2,2,1
the state of the nation: living wage a new benchmark for malaysia,2,2,1
the state of the nation: weightage changes cushioned january cpi,2,2,1
abdul karim leads delegation to nz,2,2,1
malaysia’s gdp expanded 5.9% in q4 2017,2,2,1
Edagang Will Reach 21,2,1,1
"miti eyes 10,000 e-commerce companies joining dftz",2,2,1
"Miti Targets 10,000 Companies Join Dftz",2,1,1
"miti eyes 10,000 e-commerce companies joining dftz",2,2,1
"miti eyes 10,000 e-commerce companies joining dftz",2,2,1
"miti eyes 10,000 e-commerce companies joining dftz",2,2,1
"Miti Eyes 10,000 E-commerce Companies Joining Dftz",2,2,1
"Hypermarket Sales Not The Only Benchmark Of Economy, Says Minister",2,2,0
september inflation seen rising to 0.9,0,2,1
frictions in global trade order – and what this spells for malaysia,0,2,1
Frictions In Global Trade Order – And What This Spells For Malaysia,0,2,1
concern over rising inequality in sabah,0,2,0
the week ahead: keeping an eye on mahathir’s china trip and july inflation,0,2,1
Sarawak Capable Of Hitting 2020 Gdp Target On Time,0,1,1
Sarawak Capable Of Hitting 2020 Gdp Target On Time,0,1,1
malaysia’s exports hit record high in april,0,2,1
Kelantan migration issue: Ikantan youth rebuke Azmin,0,2,1
"Local Smes Should 'up Their Game' With Latest Technologies, Says Sap",0,2,1
"Malaysia’s Digital Trade Booms As Nearly 60,000 Online Businesses Registered",0,2,1
Rahman Rebuts Mydin’s Claim Of Depleting Purchasing Power,0,2,1
Rahman Rebuts Mydin's Claim Of Depleting Purchasing Power,0,2,1
Rahman Rebuts Mydin's Claim Of Depleting Purchasing Power,0,2,1
The State Of The Nation: 'good' 1q Gdp Not Reflective Of Rest Of Year,1,2,0
Rbs: Weak Ringgit Not Giving Enough Push To Exports,1,0,0
Total Supply And Use In Malaysia Up 5.7% Per Year From 2010-2015,2,2,1
"selangor folk can pick ‘towel-clad’ mb, says azmin",2,2,1
women's empowerment data next week,2,2,1
the number of employees in the third quarter of 2017 increased - malaysiagazette,2,1,1
"economy on expansionary path, says dosm",2,2,1
"economy on expansionary path, says dosm",2,2,1
debate on nation's economy must be based on facts,2,2,0
of the cost of living and today's living expenses,2,2,1
keep retirees in workforce,2,2,0
some points for budget 2018,2,2,0
"selangor top contributor to national economy in 2016, says dept of statistics",2,1,1
"selangor top contributor to national economy in 2016, says dept of statistics",2,1,1
malaysia's spending in ringgit reflect the economy more than the us dollar,2,2,1
measurement of gdp in ringgit more reflective to nation's economy -- johari,2,2,1
johari: no need to measure malaysia economy in us,2,0,1
economic activity to continue expanding in 2017,2,2,1
"malaysian economy on expansion mode, says chief statistician",2,2,0
chief statistician: malaysia’s economy is on expansion mode,2,2,1
"malaysian economy on expansion mode, says chief statistician",2,2,0
"malaysian economy on expansion mode, says chief statistician",2,2,0
chief statistician: malaysia’s economy is on expansion mode,2,2,1
malaysia’s economy in 2016 expands 6.3 per cent on gdp,2,1,1
malaysia’s economy in 2016 expands 6.3pc at current prices,2,1,1
malaysia’s economy in 2016 expands 6.3 pct at current prices,2,1,1
malaysia's economy in 2016 expands 6.3 pct at current prices,2,1,1
malaysia’s economy in 2016 expands 6.3pc at current prices,2,1,1
malaysia’s economy in 2016 expands 6.3 pct at current prices,2,1,1
gfcf rises by 2.7 pct in 2016,2,2,1
malaysia’s economy performing above expectations – analyst,2,2,1
malaysia's economy performing above expectations - analyst,2,2,1
"1,500 smes to be listed on alibaba.com",2,2,1
What To Expect In Ict This Year,2,2,1
"the week ahead: ringgit, october inflation and us fed minutes in focus",0,2,1
the state of the nation: penang floods likely to have ‘minimal disruption’ on economic activities,0,2,0
malaysia's exports growth to moderate in q4 on unfavorable base effect,0,1,1
"in malaysia, even the rich are being made poorer",0,1,0
smes doing well despite slower national economic growth: rahman dahlan,0,1,1
smes doing well despite slower national economic growth: rahman dahlan,0,1,1
surprised by Azmin's limited knowledge of the country's investment flow,0,2,1
‘measuring gdp in usd not relevant or appropriate’,0,2,1
"johari sells out himself with ridiculous statement: ‘no need to measure malaysia’s economy in us$, t only causes confusion’",0,0,0
"johari sells out himself with ridiculous statement: ‘no need to measure malaysia’s economy in us$, it only causes confusion’",0,0,0
"johari sells out himself with ridiculous statement: ‘no need to measure malaysia’s economy in us$, it only causes confusion’",0,0,0
"measuring malaysia's gdp in us dollars not relevant, inappropriate: johari",0,2,1
"measuring malaysia's gdp in us dollars not relevant, inappropriate: johari",0,2,1
"measuring gdp in usd not relevant or appropriate, says johari",0,2,1
"measuring malaysia’s gdp in us dollars not relevant, inappropriate: johari",0,2,1
q2 gdp growth proves negative predictions wrong - rahman dahlan,0,0,1
"malaysia’s q2 gdp growth proves negative predictions wrong, says minister",0,0,0
"malaysia’s q2 gdp growth proves negative predictions wrong, says minister",0,0,0
rahman dahlan: second quarter gdp growth proves negative predictions wrong,0,0,0
"find jobs for semi-skilled workers, urges economist",0,2,0
low birth rate in chinese community due to high cost,0,0,1
mca blames high cost of raising kids for low chinese birth rate,0,0,0
minister explains low birth rate plaguing chinese community,0,0,0
mca blames high cost of raising kids for low chinese birth rate,0,0,0
malaysia’s high income quest: will you be left behind,0,2,1
Sme Masterplan Propels Growth And Income,1,1,1
Pks Master Plan Catalyzes Pks Growth And Income,1,1,1
"s’gor folk free to elect towel-clad mb if they wish, says azmin",1,1,1
‘export-led recovery is cause of mixed sentiments’,1,2,1
sabah on strong growth path,1,1,1
department to release women empowerment data,1,2,1
statistics department to release women empowerment data,1,2,1
statistics department to release women empowerment data,1,2,1
smi contributes 98pct business growth,1,1,1
kdnk recorded growth 6.2,1,1,1
budget 2018: who are the biggest winners,1,1,0
take proactive initiatives to attract investors to Kelantan,1,1,1
satisfying 'needs',1,1,1
"leading index up 2.6% in august, year on year",1,2,1
"leading index up 2.6% in august, year on year",1,2,1
"dap’s “whitewash” cannot hide penang’s fall to below-average income state, says gerakan",1,1,0
stronger-than-expected ipi data seen to fuel gdp growth,1,1,1
rhb predicts malaysia’s real gdp to grow 5.3pc,1,2,1
rhb predicts malaysia’s real gdp to grow 5.3pc,1,2,1
govt to continue supporting smes in budget 2018,1,1,1
2018 budget: SMEs continue to be strengthened,1,1,1
smes contribution to gdp increases to 36.6 per cent in 2016,1,2,1
smes contribution to gdp increases to 36.6 per cent in 2016,1,2,1
"july leading index up 0.2 pct to 118.1, says dept",1,2,1
gdp measured against us dollars will not reflect country's growth: second finance minister,1,0,1
gdp calculation in ringgit more accurate for malaysia,1,2,1
johari: gdp measurement in ringgit more accurate indicator of nation’s economy,1,2,1
gdp measured against us dollars will not reflect country's growth: second finance minister,1,0,1
"leading index up 0.6 pct in june, economic activity to continue expanding",1,2,1
headline inflation eases further in july,1,1,1
any successful sme needs these 5 tips in 2017,1,1,1
higher gdp growth seen for 2017,1,1,1
"najib: being innovative, entrepreneurial is key to malaysia’s future",1,1,1
"najib: being innovative, entrepreneurial is key to malaysia’s future",1,1,1
"najib: being innovative, entrepreneurial is key to malaysia’s future",1,1,1
"being innovative, entrepreneurial is key to malaysia’s future – najib",1,1,1
"China's belt and road project is good for Malaysia, said Najib",1,1,1
"najib: being innovative, entrepreneurial is key to malaysia’s future",1,1,1
SMEs skip economic growth,1,1,1
Employment Insurance Scheme Expected To Be Implemented Next Year,1,2,1
No Pure Gain From Weak Ringgit,1,0,0
"choppy market, challenging returns",2,1,0
riding the dragon: harnessing malaysia-china’s trade partnership,2,2,1
Services Sector To Remain As Largest Contributor To Kelantan's GDP,2,2,1
Sluggish sectors in a slow economy,0,0,0
Challenges of SMEs in obtaining financing,0,1,1
Sme Masterplan Propels Growth And Income,1,1,1
malaysia’s foreign affiliates generate value added of rm222.9 billion in 2015,1,1,1
mustapa: e-commerce growth rate in malaysia to double by 2020,1,1,1
malaysia's foreign affiliates generate value added of rm222.9 bln in 2015,1,1,1
Economic growth constraints,1,1,1
"Ambank's Azman: 5% Gdp Growth Is Decent, Respectable",1,1,1
"Call On Smes, Mncs To Leverage On Regional Trading For Business",1,2,1
"Call On Smes, Mncs To Leverage Inter-boundary, Regional Trading For Business Expansion",1,2,1
A Snapshot Of The Next Two Quarters,2,2,1
Trade Wise: All Eyes On 11th Malaysia Plan,2,1,1
Penang To See Rm5b Fdis In Manufacturing,2,2,1
The State Of The Nation: Government Freeze Weighs On Job Market And Consumer Sentiment,0,1,0
The State Of The Nation: 'good' 1q Gdp Not Reflective Of Rest Of Year,1,2,0
Rbs: Weak Ringgit Not Giving Enough Push To Exports,1,0,0
