,No.,Date,Media,News_title,Sentiment(MaxEntropy),positive_word(VADER),negative_word(VADER),Year,Month,Day,Vader_Score,Sentiment(VADER),Sentiment(SparkNLP),Score(SparkNLP)
162,34,2022-02-21 00:00:00,Newsmalaysiamsn,The State of the Nation: Malaysia's continuous struggle with foreign labour,0,[],"['struggle', -0.3182]",2022,February,21,-0.318,0,0,-0.999999966338052
163,35,2022-02-18 00:00:00,i3investor,"Malaysia's jobless rate in 4Q21 fell to lowest since Covid-19, says DOSM",0,[],"['lowest', -0.3818]",2022,February,18,-0.382,0,0,-0.9999999999991849
164,36,2022-02-18 00:00:00,Theedgemalaysia,"Malaysia's jobless rate in 4Q21 fell to lowest since Covid-19, says DOSM",0,[],"['lowest', -0.3818]",2022,February,18,-0.382,0,0,-0.9999999999991849
165,37,2022-02-07 00:00:00,Freemalaysiatoday,Nusantara: Boon or bane for Malaysia,0,[],[],2022,February,07,0.0,2,1,0.9999999999999902
166,38,2022-01-28 00:00:00,The Vibes,RM6.1 bil loss for country after nationwide floods: DOSM,0,[],"['loss', -0.3182]",2022,January,28,-0.318,0,1,0.99999928087738
167,39,2022-01-28 00:00:00,i3investor,Malaysia incurs loss of RM6.1 billion following nationwide floods,0,[],"['loss', -0.3182]",2022,January,28,-0.318,0,0,-0.9999901681213
168,40,2022-01-28 00:00:00,Bernama,Malaysia incurs loss of RM6.1 bln following nationwide floods - DOSM,0,[],"['loss', -0.3182]",2022,January,28,-0.318,0,0,-0.9999938434954999
169,41,2022-01-28 00:00:00,The Malaysian Insight,"Dec 2021 floods cost RM6.1 billion in losses, Statistics Dept says",0,[],"['losses', -0.4019]",2022,January,28,-0.402,0,0,-0.999965157827
170,42,2022-01-28 00:00:00,The Malaysian Reserve,Malaysia incurs loss of RM6.1b following nationwide floods - DOSM,0,[],"['loss', -0.3182]",2022,January,28,-0.318,0,0,-0.946963731
171,43,2022-01-24 00:00:00,The Star,"Govt considering aid in the form of special grants for MSMEs, informal traders affected by flood",0,"['special', 0.4019, 'grants', 0.2263]","['affected', -0.1531]",2022,January,24,0.459,1,1,0.99999999999145
172,44,2022-01-24 00:00:00,Selangor Journal,"Govt considering aid in the form of special grants for micro SMEs, informal traders affected by flood",0,"['special', 0.4019, 'grants', 0.2263]","['affected', -0.1531]",2022,January,24,0.459,1,1,0.9999999999999915
173,45,2022-01-24 00:00:00,Thesundaily,Govt considering aid in the form of special grants for MSMEs affected by flood,0,"['special', 0.4019, 'grants', 0.2263]","['affected', -0.1531]",2022,January,24,0.459,1,1,0.9999987593209
174,46,2022-01-24 00:00:00,Theedgemalaysia,"Govt considering aid in the form of special grants for MSMEs, informal traders affected by flood",0,"['special', 0.4019, 'grants', 0.2263]","['affected', -0.1531]",2022,January,24,0.459,1,1,0.99999999999145
175,47,2022-01-24 00:00:00,Business Today,KDEBWM: Elevating Malaysia's Waste Management Landscape To A Global Standard,0,[],"['Waste', -0.4215]",2022,January,24,-0.421,0,1,0.999999987977414
176,48,2022-01-20 00:00:00,Thesundaily,Eradicating child poverty top priority,0,"['top', 0.2023]","['poverty', -0.5106]",2022,January,20,-0.361,0,0,-0.999999956523613
177,49,2022-01-17 00:00:00,Suara Tv,Flood Involves Losses of RM5.3 to 6.5 billion,0,[],[],2022,January,17,-0.402,0,0,-0.999999999999946
178,50,2022-01-13 00:00:00,i3investor,"Tok Pa: E-commerce, food delivery service gross merchandise value expanded nearly RM30b in 2021",0,"['value', 0.34]","['gross', -0.4767]",2022,January,13,-0.178,0,1,0.999995021981
179,51,2022-01-13 00:00:00,The Malay Mail Online,"Tok Pa: E-commerce, food delivery service gross merchandise value expanded nearly RM30b in 2021",0,"['value', 0.34]","['gross', -0.4767]",2022,January,13,-0.178,0,1,0.999995021981
180,52,2022-01-11 00:00:00,The Malaysian Reserve,Underemployment remains a concern amid lowest unemployment rate,0,[],"['lowest', -0.3818, 'unemployment', -0.4404]",2022,January,11,-0.67,0,0,-0.999985753338
181,1,2022-11-14 00:00:00,The Malay Mail Online,Malaysia's economy seen remaining steady going forward but analysts warn of potential headwinds,1,[],"['warn', -0.1027]",2022,November,14,-0.153,0,1,0.999965392074
182,2,2022-11-14 00:00:00,Bernama,Malaysia's economy seen remaining steady going forward but analysts warn of potential headwinds,1,[],"['warn', -0.1027]",2022,November,14,-0.153,0,1,0.999965392074
183,3,2022-11-14 00:00:00,Thesundaily,Malaysia's economy seen remaining steady going forward but analysts warn of potential headwinds,1,[],"['warn', -0.1027]",2022,November,14,-0.153,0,1,0.999965392074
184,4,2022-11-14 00:00:00,The Malaysian Reserve,DoSM: Malaysia's 3Q GDP grows 14.2,1,[],[],2022,November,14,0.0,2,1,0.9999999996813878
185,5,2022-11-04 00:00:00,Newsmalaysiamsn,"BNM may front-load more OPR hikes in 2023 to tackle core inflation, say economists",1,[],[],2022,November,04,0.0,2,0,-0.9983375102000001
186,6,2022-10-28 00:00:00,Business Today,Economic Stability In Near Term Supported By Convincing Domestic Demand And Robust External Sector - DOSM,1,"['Supported', 0.3182, 'Convincing', 0.4019, 'Robust', 0.34]","['Demand', -0.128]",2022,October,28,0.71,1,1,0.999999975843481
187,7,2022-10-20 00:00:00,Codeblue,GE15: Health And Care Priorities For The New Government - Galen Centre,1,"['Care', 0.4939]",[],2022,October,20,0.494,1,1,0.9999999999999976
188,8,2022-10-03 00:00:00,Business Today,Altair Believes Budget 2023 Has A Key Role In Boosting Digital Adoption Among MSMEs,1,"['Boosting', 0.34]",[],2022,October,03,0.34,1,1,0.9999999999999997
189,9,2022-09-30 00:00:00,The Star Malaysia,Malaysia's real GDP to grow 5.1% in 2022,1,[],[],2022,September,30,0.0,2,1,0.9999992929389999
190,10,2022-09-30 00:00:00, Bernama,Malaysia's real GDP to grow 5.1 pct in 2022 - DoSM,1,[],[],2022,September,30,0.0,2,1,0.9999986318369001
191,11,2022-09-30 00:00:00,New Strait Times,Malaysia's real GDP to grow 5.1 per cent in 2022 - DOSM,1,[],[],2022,September,30,0.0,2,1,0.99986838338
192,12,2022-09-30 00:00:00,Freemalaysiatoday,Malaysia's real GDP expected to see 5.1% growth,1,"['growth', 0.3818]",[],2022,September,30,0.382,1,1,0.99999996048325
193,13,2022-09-28 00:00:00,The Star Malaysia,"Tourism industry generates RM197. 9bil GVATI in 2021, contributes 12.8% to GDP",1,[],[],2022,September,28,0.0,2,1,0.9999999999879614
194,14,2022-09-22 00:00:00,New Strait Times,"Seeking balanced development for Sabah, Sarawak",1,[],[],2022,September,22,0.0,2,0,-0.8455682600000001
195,15,2022-09-12 00:00:00, Dailyexpress,Signs of Sabah economy recovering,1,[],[],2022,September,12,0.0,2,1,0.9999974340195
196,16,2022-09-09 00:00:00, Dailyexpress,"Gross Domestic Product up by more than 1pc, showing signs of recovery: Drop in Sabah's population growth",1,"['growth', 0.3818]","['Gross', -0.4767, 'Drop', -0.2732]",2022,September,09,-0.382,0,0,-0.9957578260000001
197,17,2022-09-08 00:00:00,Dailyexpress,"Sabah's economy saw gradual recovery, says Hajiji",1,[],[],2022,September,08,0.0,2,0,-0.5042903599999999
198,18,2022-09-08 00:00:00,The Star,"Census stats can help Sabah improve development plans, says Hajiji",1,"['help', 0.4019, 'improve', 0.4404]",[],2022,September,08,0.681,1,1,0.999981241311
199,19,2022-09-08 00:00:00,Bernama,"Sabah GDP up by more than 1 pct, economy recovering",1,[],[],2022,September,08,0.0,2,1,0.999999978244894
200,20,2022-09-08 00:00:00, Theborneopost,Sabah's economy recovering gradually - CM,1,[],[],2022,September,08,0.0,2,1,0.9999999999797523
201,21,2022-08-30 00:00:00,Selangor Journal,DOSM: Economic indicators point to continuous growth,1,"['growth', 0.3818]",[],2022,August,30,0.382,1,1,0.9999999999780254
202,22,2022-08-30 00:00:00,Bernama,DoSM: Economic indicators point to continuous growth,1,"['growth', 0.3818]",[],2022,August,30,0.382,1,1,0.9999999999780254
203,23,2022-08-13 00:00:00,Theborneopost,Guan Eng throws doubt on Malaysia's '8.9pc economic growth',1,"['growth', 0.3818]","['doubt', -0.3612]",2022,August,13,0.026,1,0,-0.9990994106
204,24,2022-08-13 00:00:00, News Yahoo Malaysia,"Guan Eng throws doubt on Malaysia's '8.9pc economic growth', asks if due to one-off EPF withdrawals worth RM44b",1,"['growth', 0.3818, 'worth', 0.2263]","['doubt', -0.3612]",2022,August,13,-0.153,0,1,0.955942271
205,25,2022-08-13 00:00:00, i3investor,"Guan Eng throws doubt on Malaysia's '8.9pc economic growth', asks if due to one-off EPF withdrawals worth RM44b",1,"['growth', 0.3818, 'worth', 0.2263]","['doubt', -0.3612]",2022,August,13,-0.153,0,1,0.955942271
206,26,2022-08-12 00:00:00,Thesundaily,'Very clear Malaysia no longer in crisis': BNM governor,1,"['clear', 0.3818]","['no', -0.296, 'crisis', -0.6249]",2022,August,12,0.11,1,1,0.999996186799
207,27,2022-08-12 00:00:00,The Malaysian Insight,"Very clear Malaysia no longer in crisis, says BNM governor",1,"['clear', 0.3818]","['no', -0.296, 'crisis', -0.6249]",2022,August,12,-0.568,0,1,0.9999807252649999
208,28,2022-08-12 00:00:00,Bernama,'Very clear Malaysia no longer in crisis' -- BNM Governor,1,"['clear', 0.3818]","['no', -0.296, 'crisis', -0.6249]",2022,August,12,-0.568,0,1,0.999996186799
209,29,2022-08-05 00:00:00,Theborneopost,"Tengku Zafrul: Malaysia able to manage price pressures, still room in fiscal space",1,[],"['pressures', -0.3182]",2022,August,05,-0.318,0,1,0.9999999995769483
210,30,2022-08-05 00:00:00,Thesundaily,"Malaysia able to manage price pressures, still room in fiscal space: Tengku Zafrul",1,[],"['pressures', -0.3182]",2022,August,05,-0.318,0,1,0.9999999989994628
211,31,2022-08-05 00:00:00,The Star,"Tengku Zafrul: Malaysia able to manage price pressures, still room in fiscal space",1,[],"['pressures', -0.3182]",2022,August,05,-0.318,0,1,0.9999999995769483
212,32,2022-08-05 00:00:00,Bernama,"Malaysia able to manage price pressures, still room in fiscal space -- Tengku Zafrul",1,[],"['pressures', -0.3182]",2022,August,05,-0.318,0,1,0.9999999989994628
213,33,2022-08-05 00:00:00,Business Today,"GDP Stands At 1.39 Trillion For 2021, With States Recording Average Growth Of 3.1%: DOSM",1,"['Growth', 0.3818]",[],2022,August,05,0.382,1,1,0.9999999999999436
214,34,2022-07-19 00:00:00,Dailyexpress,Convincing economic recovery outlook,1,"['Convincing', 0.4019]",[],2022,July,19,0.402,1,1,0.9996906143400001
215,35,2022-07-18 00:00:00,New Strait Times,CM sees positive economic outlook for Sabah as tourist arrivals rise by 442 per cent,1,"['positive', 0.5574]",[],2022,July,18,0.557,1,1,0.9999999998898492
216,36,2022-07-13 00:00:00,Business Times,Zafrul: No risks of a recession,1,[],"['No', -0.296, 'risks', -0.2732, 'recession', -0.4215]",2022,July,13,-0.727,0,0,-0.964616079
217,37,2022-07-13 00:00:00,i3investor,Zafrul: No risks of a recession,1,[],"['No', -0.296, 'risks', -0.2732, 'recession', -0.4215]",2022,July,13,-0.727,0,0,-0.964616079
218,38,2022-07-09 00:00:00,Business Today,Encouraging GDP Growth Will Strengthen Economy In Q2,1,"['Encouraging', 0.5267, 'Growth', 0.3818, 'Strengthen', 0.3182]",[],2022,July,09,0.807,1,1,0.99999999997337
219,39,2022-07-08 00:00:00,Theborneopost,Malaysia's 2022 GDP could grow 5.7 pct despite IMF's downgrade,1,[],[],2022,July,08,0.0,2,1,0.9950714722
220,40,2022-07-08 00:00:00, Bernama,Malaysia's 2022 GDP could grow 5.7 pct despite IMF's global growth downgrade,1,"['growth', 0.3818]",[],2022,July,08,-0.292,0,1,0.9999420774509999
221,41,2022-07-06 00:00:00,Business Today,Sustainable Investment Strategies for SMEs,1,[],[],2022,July,06,0.0,2,1,0.999999999938609
222,42,2022-07-04 00:00:00,Freemalaysiatoday,Analysts expect GDP growth to wane in the next six months,1,"['growth', 0.3818]",[],2022,July,04,0.382,1,1,0.9961350562
223,43,2022-07-04 00:00:00, i3investor,Communications minister: Malaysia Digital initiative shows country's readiness to be at forefront of digital economy,1,"['readiness', 0.25]",[],2022,July,04,0.25,1,1,0.9999999999999992
224,44,2022-07-01 00:00:00,News Yahoo Malaysia,Penang expects further GDP growth in 2022 after last year's record high,1,"['growth', 0.3818]",[],2022,July,01,0.382,1,1,0.99999949245195
225,45,2022-07-01 00:00:00, Theedgemalaysia,"All states record positive growth, 5 states outperform national growth rate, says chief statistician",1,"['positive', 0.5574, 'growth', 0.3818, 'growth', 0.3818]",[],2022,July,01,0.832,1,1,0.9999999995130667
226,46,2022-07-01 00:00:00, i3investor,Penang expects further GDP growth in 2022 after last year's record high,1,"['growth', 0.3818]",[],2022,July,01,0.382,1,1,0.99999949245195
227,47,2022-06-30 00:00:00,Selangor Journal,"All states record positive growth, five outperform national growth rate - DOSM",1,"['positive', 0.5574, 'growth', 0.3818, 'growth', 0.3818]",[],2022,June,30,0.832,1,1,0.9999999999997735
228,48,2022-06-30 00:00:00,Bernama,"All states record positive growth, 5 states outperform national growth rate: Chief statistician",1,"['positive', 0.5574, 'growth', 0.3818, 'growth', 0.3818]",[],2022,June,30,0.832,1,1,0.9999999999994217
229,49,2022-06-30 00:00:00,Thesundaily,"All states record positive growth, 5 states outperform national growth rate: Chief statistician",1,"['positive', 0.5574, 'growth', 0.3818, 'growth', 0.3818]",[],2022,June,30,0.832,1,1,0.9999999999994217
230,50,2022-05-27 00:00:00,The Vibes,"Priority for food security, Penang govt urged",1,"['security', 0.34]",[],2022,May,27,0.34,1,1,0.9085626560000001
231,51,2022-05-27 00:00:00,Bernama,"Give priority to food security, Penang govt urged",1,"['security', 0.34]",[],2022,May,27,0.34,1,1,0.99978420611
232,52,2022-05-27 00:00:00,Thesundaily,"Give priority to food security, Penang govt urged",1,"['security', 0.34]",[],2022,May,27,0.34,1,1,0.99978420611
233,53,2022-05-14 00:00:00,i3investor,Malaysia's economy to continue recovery momentum this year - Tengku Zafrul,1,[],[],2022,May,14,0.0,2,1,0.9999999999997935
234,54,2022-05-13 00:00:00,Malaysia Now,"Malaysia's economy to continue recovery momentum this year, says",1,[],[],2022,May,13,0.0,2,1,0.9999999999984378
235,55,2022-05-13 00:00:00,The Malay Mail Online,"Malaysia's economy to continue recovery momentum this year, says",1,[],[],2022,May,13,0.0,2,1,0.9999999999984378
236,56,2022-05-13 00:00:00,Theborneopost,Tengku Zafrul: Malaysia's economy to continue recovery momentum this year,1,[],[],2022,May,13,0.0,2,1,0.9999999999999651
237,57,2022-05-13 00:00:00,Theedgemalaysia,Malaysia's economy to continue recovery momentum this year - Tengku Zafrul,1,[],[],2022,May,13,0.0,2,1,0.9999999999997935
238,58,2022-05-13 00:00:00,Bernama,Malaysia's economy to continue recovery momentum this year - Tengku Zafrul,1,[],[],2022,May,13,0.0,2,1,0.9999999999997935
239,59,2022-05-13 00:00:00,Thesundaily,Malaysia's economy to continue recovery momentum this year: Tengku Zafrul,1,[],[],2022,May,13,0.0,2,1,0.9999999999997935
240,60,2022-05-13 00:00:00,Theedgemalaysia,Malaysia's economy grew 5% in 1Q22 from a year earlier,1,[],[],2022,May,13,0.0,2,1,0.9999999999972731
241,61,2022-04-26 00:00:00, Theborneopost,"Minimum wage: Onus on govt to support struggling SMEs, rights groups say",1,"['support', 0.4019]","['struggling', -0.4215]",2022,April,26,-0.026,0,1,0.34307656000000003
242,62,2022-04-26 00:00:00,News Yahoo Malaysia,"The floor wage debate: Onus on govt to support struggling SMEs, rights groups say as data shows small businesses grew by over 5pc annually since 2013",1,"['support', 0.4019]","['struggling', -0.4215]",2022,April,26,-0.026,0,1,0.9946605588
243,63,2022-04-26 00:00:00,The Malay Mail Online,"The floor wage debate: Onus on govt to support struggling SMEs, rights groups say as data shows small businesses grew by over 5pc annually since 2013",1,"['support', 0.4019]","['struggling', -0.4215]",2022,April,26,-0.026,0,1,0.9946605588
244,64,2022-04-19 00:00:00,Thesundaily,E-wallet usage increased by 131% in 2020,1,"['increased', 0.2732]",[],2022,April,19,0.273,1,1,0.999999999762549
245,65,2022-04-18 00:00:00,Theedgemalaysia,e-wallet usage increased by 131% in 2020,1,"['increased', 0.2732]",[],2022,April,18,0.273,1,1,0.999999999762549
246,66,2022-04-18 00:00:00,Bernama,e-wallet usage increased by 131 pct in 2020,1,"['increased', 0.2732]",[],2022,April,18,0.273,1,1,0.9999999999999707
247,67,2022-04-18 00:00:00,The Malay Mail Online,Minister: E-wallet usage in Malaysia increased by 131pc in 2020,1,"['increased', 0.2732]",[],2022,April,18,0.273,1,1,0.9999925796528
248,68,2022-04-18 00:00:00,Selangor Journal,E-wallet usage increased by 131 pct in 2020,1,"['increased', 0.2732]",[],2022,April,18,0.273,1,1,0.9999999999999707
249,69,2022-03-28 00:00:00,Money Compass,Slower economic growth expected for Malaysia,1,"['growth', 0.3818]",[],2022,March,28,0.382,1,1,0.999999982518748
250,70,2022-03-21 00:00:00,Astro Awani,"Malaysia on track to achieve 2022 economic targets, says PM Ismail Sabri",1,[],[],2022,March,21,0.0,2,1,0.999999974711308
251,71,2022-03-20 00:00:00,The Malay Mail Online,"Malaysia on track to achieve 2022 economic targets, says PM Ismail Sabri",1,[],[],2022,March,20,0.0,2,1,0.999999974711308
252,72,2022-03-20 00:00:00,Thesundaily,Malaysia on track to achieve 2022 economic targets: PM,1,[],[],2022,March,20,0.0,2,1,0.9999999984037421
253,73,2022-03-20 00:00:00,Bernama,"Malaysia on track to achieve 2022 economic targets, says PM Ismail Sabri",1,[],[],2022,March,20,0.0,2,1,0.999999974711308
254,74,2022-03-20 00:00:00,Theborneopost,"Malaysia on track to achieve 2022 economic targets, says PM Ismail Sabri",1,[],[],2022,March,20,0.0,2,1,0.999999974711308
255,75,2022-02-26 00:00:00,New Sarawak Tribune,DOSM optimistic Malaysia's economy will continue to recover in 2022,1,"['optimistic', 0.3182]",[],2022,February,26,0.318,1,1,0.9999999997162722
256,76,2022-02-26 00:00:00,Theedgemalaysia,Brighter outlook for Malaysia's property market but headwinds remain,1,"['Brighter', 0.3818]",[],2022,February,26,0.202,1,1,0.9999999984324175
257,77,2022-02-25 00:00:00,Selangor Journal,DOSM optimistic Malaysia's economy will continue to recover in 2022,1,"['optimistic', 0.3182]",[],2022,February,25,0.318,1,1,0.9999999997162722
258,78,2022-02-25 00:00:00,i3investor,Stats Dept optimistic Malaysia's economy will continue to recover in 2022,1,"['optimistic', 0.3182]",[],2022,February,25,0.318,1,1,0.9999999993071331
259,79,2022-02-25 00:00:00,Bernama,DoSM optimistic Malaysia's economy will continue to recover in 2022,1,"['optimistic', 0.3182]",[],2022,February,25,0.318,1,1,0.9999999997162722
